sender,receiver,value
RODRIGO,VITORIA,68441
LUANA,PAULA,91190
IGOR,DANIELE,22225
LUCAS,FATIMA,15266
MONICA,LEONARDO,19914
JULIA,BENEDITO,19365
BIANCA,ALEX,48665
BRUNA,TEREZA,24635
RONALDO,LETICIA,65204
VITOR,GERALDO,34160
LEANDRO,ELIANA,10623
RENATA,BENEDITO,42784
MAURO,CRISTIANO,29942
FELIPE,ANDRE,14429
DIOGO,PATRICIA,31461
BRUNA,RITA,24287
PRISCILA,RENATA,25048
CAROLINA,CAROLINE,88786
GILMAR,ELIAS,6739
TATIANE,VIVIANE,53121
SILVIA,WESLEY,197
MATEUS,DANIEL,58558
RENATO,DANILO,18916
ALICE,FERNANDO,35771
GUSTAVO,DAIANE,22091
ANDERSON,DENISE,68060
SARA,DANIELE,8324
GERALDO,MICHELE,11026
CRISTIANO,LUIZ,3878
SILVANA,LUCIA,24674
NATALIA,ALESSANDRA,52434
SUELI,TEREZA,71541
ELIANE,SAMUEL,18009
JEFERSON,JULIO,77017
LUCIANA,CLAUDIA,53611
LUCIA,JOANA,60630
JORGE,VITORIA,81819
HENRIQUE,TANIA,20643
LUIZA,ROBSON,72736
ROBERTO,RENATO,58902
ELIAS,MATEUS,65323
PAULO,ROSA,17417
CLAUDIO,LUAN,52462
EDSON,TIAGO,33641
FABIANA,ROSANA,31512
MARCOS,TAIS,16005
DAVI,MARCO,84401
CAROLINE,ERICA,73664
ROBERTO,TEREZINHA,8609
MANUEL,DANILO,52628
FERNANDA,ALEXANDRE,20974
BENEDITO,REGINA,76267
TATIANE,MARINA,86877
JAIR,CRISTINA,24472
MAURICIO,RENAN,42261
MARINA,THAIS,22138
RENAN,JOAQUIM,46386
EDSON,DANIEL,11127
MARCELO,ALAN,65407
MARIA,NATALIA,83511
EDSON,DANIEL,74348
HELENA,JONAS,10431
CRISTIANO,THAIS,99505
IGOR,MARCOS,99214
HENRIQUE,TATIANE,6318
ALEXANDRE,ALESSANDRA,52043
GABRIELA,AMANDA,17508
LUAN,FABIANO,4319
JOANA,PAULA,90343
CARLA,TAIS,7470
IGOR,CRISTIANE,14237
EDSON,LUANA,34720
LUCIANA,LUANA,13684
PEDRO,MARLENE,58866
MONICA,BRUNO,6793
ADRIANO,RAIMUNDA,13652
ISABEL,CARLA,92067
WILLIAN,OSVALDO,3704
IGOR,TIAGO,32898
DOUGLAS,BRUNO,81444
FABIANO,MARINA,96812
BENEDITO,LUAN,38711
SEVERINO,JAIR,12466
JOSE,VALDIR,41082
FELIPE,GABRIELA,4395
SANDRA,JOANA,46093
MATHEUS,MAURICIO,5325
JANAINA,FERNANDO,97005
ELIAS,MAURICIO,94664
PRISCILA,MAURICIO,71258
MICHELE,SERGIO,70777
JOSEFA,RENATO,53059
ROSANA,GABRIEL,75194
TIAGO,MARIO,56747
SABRINA,JULIANA,15808
LUIZ,GABRIELA,85267
SEVERINO,IGOR,68107
LUIZ,JEFERSON,42190
EDSON,ROSA,58439
GUILHERME,MAURO,20132
RAFAEL,FELIPE,30696
MARTA,RODRIGO,96115
RAIMUNDO,ADRIANA,56648
CAROLINE,JORGE,44754
ALINE,RAIMUNDO,93128
MICHELE,MARLENE,59423
ADILSON,MARCO,50430
DAVI,IGOR,96348
CAROLINE,VITOR,84052
JANAINA,HENRIQUE,14215
ROSA,BRUNO,30522
ANDRE,ALAN,13028
ELAINE,MARCIO,50503
CARLOS,LAURA,86717
BRUNO,MARCELO,221
ROBSON,JAQUELINE,21721
JULIA,MONICA,94012
CAMILA,MARTA,55018
SANDRA,FABIANO,63930
MARCOS,RAIMUNDO,16065
EDUARDO,ROSANGELA,41147
ADRIANO,CICERO,79996
JOANA,ISABEL,68580
RODRIGO,VANESSA,24582
JOAQUIM,SIMONE,89280
MAURICIO,RITA,89402
DENISE,SONIA,73065
VANESSA,GILMAR,37649
SEVERINO,CARLOS,26953
MARLI,JULIO,12726
RAFAELA,MARCIA,50327
JESSICA,FLAVIA,66627
LUCIANO,SARA,60095
VICTOR,GUILHERME,15488
CAMILA,LEANDRO,81679
ANDREIA,SARA,90522
CLAUDIO,MATHEUS,3714
ERICA,DEBORA,24438
MARIA,JORGE,53620
RAIMUNDA,VITORIA,99532
ELIANA,RAIMUNDA,89940
MICHELE,ANDRESSA,54343
VITOR,ROSANGELA,82806
FERNANDA,RENATA,69354
FELIPE,CRISTINA,54660
PAULA,DAVI,94136
MAURO,ISABEL,39801
ALEX,DAVI,38809
LUCAS,VITORIA,24061
LETICIA,GILMAR,34574
JOSEFA,ANTONIA,5353
PEDRO,DANIEL,77797
FLAVIO,MARCO,23008
GABRIEL,FATIMA,48980
ELIANA,SILVANA,31494
LETICIA,RONALDO,74926
DAIANE,JULIO,69970
THIAGO,ADILSON,10401
SABRINA,ALESSANDRO,30252
ALICE,VALDIR,52581
LEONARDO,RAIMUNDO,664
SIMONE,MONICA,83918
MARIANA,FRANCISCO,30734
ELIANA,PAULO,86726
GILMAR,CAMILA,94243
SOLANGE,GABRIEL,41545
EMERSON,DIOGO,88082
VERA,ROBSON,52
EVERTON,TEREZA,49688
JOAO,OSVALDO,8507
MARIA,ROSANA,70305
LUZIA,LUCIANA,31452
RENATA,JEAN,99155
PRISCILA,LUCAS,17913
THAIS,VICTOR,1548
ADRIANO,PAULA,82924
MANUEL,MARIA,34584
LUCIANA,BRUNA,17516
VALERIA,GERALDO,10260
FATIMA,ELIANA,57625
MATHEUS,EMERSON,26111
ELIAS,THIAGO,66279
ANDREA,VALERIA,33346
RONALDO,CARLOS,82238
ANTONIA,JULIA,16482
SIMONE,VANESSA,91834
ANDRE,SARA,23625
ADRIANA,RENAN,89639
DEBORA,PATRICIA,69073
FLAVIO,LUZIA,57896
ALINE,FABIANO,45394
ADILSON,SIMONE,54596
JOANA,BRUNO,80495
CAROLINE,FERNANDO,21971
ELIAS,DANIEL,6147
SONIA,MARLI,43086
FATIMA,SANDRA,51736
MARCOS,THAIS,97311
CRISTIANE,ANTONIA,5581
FLAVIA,MARIO,20197
HELENA,MARCO,13182
BENEDITO,GABRIELA,44757
LUIS,CLAUDIA,41482
RAIMUNDA,PAULA,57802
LETICIA,CAMILA,75008
VITOR,TATIANE,69083
JANAINA,ANTONIA,99044
DANIEL,JORGE,93608
ALESSANDRA,APARECIDA,56486
LARISSA,ALAN,30112
ANDREA,BEATRIZ,48132
DAVID,SERGIO,74684
SERGIO,DANIEL,32513
ANDERSON,AMANDA,13791
EDUARDO,TIAGO,78474
ANTONIO,ROSANA,34167
ANDRE,CARLA,37345
CAROLINE,MARCO,71495
TEREZA,RAIMUNDA,9212
CAROLINE,JOAQUIM,66812
RENATA,LUCIANA,77044
VANESSA,LUANA,76900
DAVI,JULIO,62434
SEVERINO,LUAN,53805
JESSICA,ROSANA,26801
JOSE,NATALIA,78537
PEDRO,RENAN,7014
VICTOR,MARLI,2836
JESSICA,JOANA,71995
RITA,WILSON,1384
FATIMA,JOSE,46332
JAIR,JORGE,25824
DAIANE,LUIZ,9527
WILSON,APARECIDA,4793
ISABEL,HENRIQUE,63724
ANDRESSA,ERICA,8695
FABIANA,CAMILA,70423
WESLEY,AMANDA,63276
JAIR,ALICE,88869
SAMUEL,MONICA,85607
EDSON,ROSA,97990
MATHEUS,REGINALDO,61053
CRISTIANE,HELENA,79332
TIAGO,ADRIANO,57762
CAROLINA,BARBARA,60973
ANDRE,LUCIANA,64568
ALINE,JAIR,52670
RENAN,DANIELE,32484
LUIZA,ANDREIA,33764
FABIANO,TEREZINHA,51905
JULIANA,JULIA,42852
ANTONIA,DANIELA,74836
ADILSON,BARBARA,49710
CRISTIANE,BRUNO,83133
VIVIANE,CAMILA,37531
DAVI,FELIPE,36945
APARECIDA,JESSICA,10981
RENATA,CARLOS,15636
LUCAS,EMERSON,56738
CLAUDIA,JORGE,11038
JULIANA,JULIA,56142
MICHELE,ANDREIA,62566
ANDRESSA,FRANCISCA,56416
TEREZA,JULIA,98077
MANUEL,TIAGO,28085
ALICE,RENATO,30184
CICERO,MARCIO,13375
MARLI,ANDREA,49949
MARLI,ISABELA,17755
FLAVIA,GILMAR,33672
RENAN,ANDREA,78364
REGINALDO,VERA,14655
DANIELA,RAFAEL,94336
HENRIQUE,WESLEY,47593
ANDREIA,GILMAR,11016
WESLEY,VALERIA,42491
ALESSANDRA,REGINALDO,82467
SERGIO,PEDRO,982
REGINA,WESLEY,57005
RENATO,ADRIANO,92384
SERGIO,EDSON,4241
CLAUDIO,SARA,2336
JULIO,RITA,32009
MARCO,SANDRA,32112
JULIANA,ADRIANO,75778
MAURO,RITA,21693
RONALDO,LUAN,10374
MARCIA,FRANCISCO,27451
NELSON,ELAINE,31761
GABRIELA,VALERIA,41927
LUCIANA,RAIMUNDO,67556
JOAO,ADRIANA,10900
LAURA,PAULO,11482
MAURO,VITORIA,5235
LETICIA,ALINE,18876
WESLEY,ALICE,86871
SUELI,MARLENE,88235
FLAVIO,CAIO,54667
WILSON,TIAGO,69131
LUZIA,ANGELA,42647
SERGIO,CRISTIANE,30998
EDSON,SILVANA,85248
ROSANGELA,MARCIO,88837
MARCIO,JAQUELINE,31875
ROSANGELA,HELENA,59265
FABIO,AMANDA,173
GERALDO,JANAINA,90245
GABRIELA,JOAQUIM,50555
DIOGO,ISABELA,32118
TAIS,LARISSA,6041
HENRIQUE,IGOR,9580
ISABEL,JANAINA,14527
JAIR,MANOEL,1033
JESSICA,WILLIAN,80150
RICARDO,WILLIAN,1887
ALEXANDRE,MANOEL,74658
JULIA,FELIPE,8598
DANIELE,ALEXANDRE,8630
JOSEFA,CAMILA,10033
BIANCA,ROSANGELA,43847
CAMILA,LAURA,5040
BARBARA,JESSICA,33303
SILVANA,HELENA,48261
FABIANA,MARIANA,77621
ANA,CRISTIANO,23300
SILVANA,ALEXANDRE,98230
LARISSA,MARCIA,30775
JORGE,RICARDO,43259
ELAINE,EDSON,41157
VITORIA,OSVALDO,81135
HENRIQUE,SEVERINO,7311
VITOR,PAULA,50736
MARTA,RODRIGO,42078
DANILO,RODRIGO,76830
WILLIAN,ANDRESSA,42161
RENATA,TAIS,68132
FABIANA,SERGIO,70404
RENAN,SEVERINO,6372
GABRIEL,RITA,78426
JOSEFA,ALICE,35709
VITORIA,JULIO,62953
RITA,TATIANE,91289
FABIANO,CARLA,21385
LUANA,ELAINE,38900
OSVALDO,TANIA,1014
PAULA,PEDRO,66416
ANA,RICARDO,49475
GILSON,DIEGO,4510
LUZIA,LUIS,72754
ANDREIA,CELIA,95775
JOSE,NATALIA,6149
PAULO,BRUNA,37108
ANDERSON,FERNANDA,47249
TAIS,ALINE,57637
SEVERINO,ISABEL,8308
ANDRE,NATALIA,63758
ALESSANDRA,MARIANA,94307
DAVI,FELIPE,70405
ROSANGELA,DANIELA,73802
EDUARDO,ADRIANA,31093
MARIO,SANDRA,56473
HENRIQUE,RENATO,57236
JULIANA,SEBASTIAO,75655
ISABELA,LUCAS,74364
CICERO,CLAUDIO,88169
LUCAS,FLAVIO,40320
SEBASTIAO,ALEX,14111
MONICA,THAIS,35023
JONAS,BEATRIZ,88522
LUCIA,SANDRA,2104
JANAINA,ANDRESSA,68819
FLAVIO,LUCIA,15180
ROSANA,MARCIA,77509
AMANDA,LUANA,99769
JEAN,DANIEL,16497
ANDREA,LETICIA,70196
RAIMUNDO,DAVI,21649
WILSON,MICHELE,59920
VIVIANE,DOUGLAS,74689
CELIA,MARINA,87393
FRANCISCA,WILLIAN,21903
SAMUEL,THAIS,96301
MICHELE,MARCELO,96528
FABIO,GUILHERME,36877
FLAVIA,ANTONIA,58133
CAROLINA,LARISSA,1149
AMANDA,PAULO,11025
BENEDITO,JULIA,69429
VICTOR,APARECIDA,63156
PAULO,EDUARDO,30063
ERICA,ANDREA,96897
JORGE,ANDERSON,22308
MARIANA,FABIANO,71647
FATIMA,MARCELO,809
VERA,REGINALDO,66316
MARIO,ISABELA,15277
DOUGLAS,ANGELA,85730
VICTOR,APARECIDA,62394
MANUEL,VANESSA,21610
GUSTAVO,SABRINA,33195
ANDRESSA,THIAGO,89384
ELIANE,RAFAEL,76379
LUZIA,LUIZ,77776
LARISSA,ROGERIO,68789
LUCIA,AMANDA,16986
SEVERINO,CAROLINA,90034
FABRICIO,CELIA,22134
FATIMA,ALESSANDRA,76782
SABRINA,JEAN,32762
VITORIA,LUIZ,39635
MANOEL,FABIO,91560
SILVANA,MANOEL,81443
ANDREIA,TIAGO,99658
SUELI,FABIANA,10202
ANDREIA,MATEUS,10211
CARLOS,LUIS,21895
PRISCILA,IGOR,80217
ANTONIO,WILSON,52739
RAFAELA,JOANA,74734
ANDRESSA,ROSANA,66630
EMERSON,JULIA,5676
RENATA,RAQUEL,86240
DIOGO,RENAN,4
LUCAS,ANTONIA,64176
SONIA,JULIANA,36150
RENATO,BENEDITO,96223
FABIANO,FLAVIO,44860
ADRIANA,RAIMUNDO,54242
RONALDO,JOSE,49310
CARLA,ANA,15005
SILVIA,PATRICIA,46878
MONICA,THAIS,47889
ROSANA,REGINALDO,47503
GABRIELA,FRANCISCO,58230
FERNANDA,MATEUS,51814
ROGERIO,NELSON,12304
FERNANDO,FABRICIO,42103
MARLENE,JULIANA,37913
DAVID,CAMILA,46188
LUCIANA,DAVI,30462
LUIS,IGOR,94537
SEVERINO,CELIA,7700
LAURA,BARBARA,7877
VERA,ROGERIO,70921
ADILSON,DOUGLAS,22176
MARLI,VANESSA,95242
BENEDITO,GILMAR,30879
RENATA,MARTA,61018
DAIANE,OSVALDO,12626
ANGELA,MARIA,17621
ALEX,GILBERTO,17752
MIGUEL,SILVANA,67754
CARLOS,RENATO,52034
RONALDO,ELIAS,33342
ANDERSON,DIEGO,90901
LUCIANO,AMANDA,8848
MARCO,JONAS,65045
TANIA,TAIS,66834
BRUNO,WESLEY,6689
LAURA,FERNANDA,29114
MATEUS,RAQUEL,10217
DAVID,RENATA,53973
RENAN,DEBORA,57939
ANDREIA,LUCAS,31666
MARCIA,APARECIDA,19658
ANDRESSA,MARINA,78421
ROBSON,FLAVIA,110
MAURICIO,CELIA,55878
SIMONE,MIGUEL,3273
ISABEL,WESLEY,56300
ALEX,ANDRE,6709
FABIANO,LUANA,37014
FLAVIO,NATALIA,10061
GERALDO,EMERSON,42308
CARLOS,RAFAEL,91432
JULIA,FRANCISCA,73762
ANDREA,LUCAS,58585
PAULA,CAMILA,74347
MARCELO,HELENA,27463
JONAS,MARCO,47174
JULIANA,WESLEY,600
ELIAS,PATRICIA,55440
ANDERSON,ANGELA,58106
ADRIANA,DANILO,20628
LEANDRO,JEAN,57921
LUCAS,DEBORA,2676
MAURO,RAIMUNDA,76919
LUIZ,GERALDO,96058
LUIZA,GABRIELA,7320
ISABELA,FABIANO,34261
RAQUEL,RAIMUNDA,71477
ALINE,FABIO,72776
TAIS,ROGERIO,53253
EVERTON,FABIANO,43626
RAFAEL,JOANA,61945
ROSANGELA,EDNA,85217
FERNANDO,ELIANA,36551
RONALDO,JESSICA,49590
ISABELA,MONICA,22894
CAROLINE,PEDRO,87248
JOSEFA,TEREZINHA,88096
LAURA,IGOR,46172
ROSA,THAIS,50475
TATIANE,THIAGO,82257
CAMILA,VITORIA,31374
CLAUDIO,BRUNO,5058
DEBORA,WILSON,72897
VANESSA,LEANDRO,61257
LAURA,ALESSANDRA,16466
JULIA,LUCAS,14204
LUCIANA,DANILO,22761
ROGERIO,LUCAS,36156
ANDREA,WESLEY,49576
FRANCISCA,JORGE,12088
ANA,ALEX,83934
LUCIANO,EDNA,46772
MANUEL,VERA,82998
PRISCILA,LUCIANA,25541
MAURO,GILSON,64067
CLAUDIA,RAQUEL,54868
PATRICIA,DIEGO,62884
JOSE,JOANA,2716
VALDIR,LUIZ,68840
MARLENE,SOLANGE,29662
SIMONE,ADILSON,71728
AMANDA,FABIO,67289
MARTA,SILVIA,62809
TANIA,JULIO,64202
TEREZA,VALDIR,55997
RONALDO,VIVIANE,21243
LUCIANA,JOANA,5755
DAIANE,JORGE,78494
WILLIAN,MICHELE,72588
LUIZ,TATIANE,49130
TEREZA,WILLIAN,85969
SILVANA,WILSON,84649
JOAQUIM,GILMAR,40733
LUIS,JESSICA,48173
FABIANO,MARIANA,82843
TANIA,SEBASTIAO,75473
MARCIO,ANDRESSA,74524
CAROLINA,THAIS,55559
DIEGO,FATIMA,13377
WILLIAN,JEAN,5297
JULIANA,CLAUDIO,43257
TEREZINHA,LUIZ,99389
RAFAEL,CRISTIANE,49140
TANIA,GABRIELA,55805
FABRICIO,VITOR,25925
TAIS,ALINE,28684
PRISCILA,APARECIDA,33846
SOLANGE,MARIO,15091
MARLENE,THAIS,96428
FERNANDO,CAROLINA,64376
ALAN,LUIS,80312
RODRIGO,SAMUEL,28202
FABIO,RAFAELA,42864
SERGIO,RAIMUNDA,52168
JAQUELINE,TEREZINHA,17333
PATRICIA,SONIA,16748
JOAQUIM,ANGELA,88620
DAVID,MONICA,99232
WILSON,JOSEFA,51771
JORGE,PEDRO,84833
JAIR,MATEUS,84410
TATIANE,ELAINE,18536
SAMUEL,FERNANDO,848
JOAQUIM,GABRIEL,18606
TEREZINHA,JESSICA,51081
LUIS,BRUNO,65415
WILLIAN,MARIO,53250
MANOEL,VALDIR,90664
ISABEL,JESSICA,3136
MARTA,RAFAELA,72530
DENISE,FABIANA,96964
VANESSA,ANDREA,78896
PEDRO,JULIA,93595
CRISTIANO,ROBERTO,24997
MARTA,EDUARDO,47570
SABRINA,VITOR,49384
NATALIA,BENEDITO,2625
MARLENE,ADRIANA,82148
ANDREIA,ANDRE,61662
MICHELE,FLAVIA,22019
CARLOS,VALERIA,90798
MARTA,SAMUEL,26263
MARINA,MARCIO,16205
EDNA,SIMONE,43558
SARA,ROSA,18002
DAVI,LUIZA,33782
LARISSA,JORGE,44956
ANDERSON,RAIMUNDA,72866
MATHEUS,GABRIELA,82521
MONICA,DANIELA,92695
RENATO,WILLIAN,98687
ERICA,PAULA,75476
DANIELE,ANDRE,70396
VALERIA,JORGE,60035
CARLA,LUCAS,29792
TANIA,CRISTIANE,9720
PAULO,SILVANA,32346
MARCELO,LEANDRO,37601
LEONARDO,RITA,85925
ALESSANDRO,BIANCA,49837
ALAN,DEBORA,138
VALDIR,VITOR,44305
LARISSA,REGINALDO,77858
CAMILA,FLAVIA,43994
SILVANA,MARCIO,13426
WILSON,SOLANGE,74973
ANTONIO,MARINA,37765
WILSON,EDSON,11032
FRANCISCA,VANESSA,51381
TEREZA,MARIO,84103
JANAINA,ANDERSON,19010
FABIANO,JOSEFA,25297
ALINE,MANUEL,37750
GUSTAVO,CLAUDIA,38165
LEONARDO,MICHELE,86000
ANA,HELENA,19472
MICHELE,FRANCISCO,68595
MAURICIO,DAVI,11092
DENISE,HELENA,87359
NATALIA,JOAQUIM,97079
FERNANDA,DANILO,16222
ALEXANDRE,MARCIA,25214
VITORIA,TEREZA,31716
BARBARA,JOSE,96219
RAIMUNDO,ALAN,37700
RAIMUNDO,LUZIA,95414
CICERO,ALINE,85020
LUIZA,FLAVIA,7939
OSVALDO,ALEX,88146
ISABELA,FABRICIO,69242
ROBERTO,LETICIA,7410
JANAINA,MAURO,86930
ISABEL,BEATRIZ,43555
RITA,LUCIA,61336
JULIO,FELIPE,45732
RENAN,TAIS,627
ELAINE,MIGUEL,73489
ADRIANO,JOANA,3849
ROBERTO,LUIZA,40152
LAURA,VITOR,39104
PATRICIA,ANDRE,25327
JESSICA,LUCIA,57118
NELSON,DAVI,65769
BRUNO,EDSON,38096
MARIA,ALICE,50041
RAQUEL,EDSON,20438
RENATA,CLAUDIA,92252
GILSON,MARINA,87710
FELIPE,ROSA,31768
MARLENE,DIOGO,58619
SOLANGE,ROSANGELA,56375
FERNANDO,EVERTON,26296
HENRIQUE,ANDREA,75047
EDSON,SARA,11539
MANOEL,ADILSON,68384
SARA,FERNANDO,23783
FABIO,ROSA,16342
WESLEY,MAURO,70030
BIANCA,LETICIA,79082
DANIELE,FABIANO,25173
FERNANDO,RENATO,23418
SARA,WESLEY,39704
MICHELE,ANTONIO,82642
SABRINA,EDUARDO,5797
LEONARDO,CRISTINA,48355
ANTONIO,JEAN,83805
JOSEFA,SILVANA,99358
SOLANGE,DANIELE,99698
PEDRO,DOUGLAS,73191
CRISTIANO,PAULA,70807
ROSANGELA,MARTA,62242
LUCAS,ROSANA,62447
MAURICIO,ANGELA,43179
CLAUDIA,JESSICA,31236
FATIMA,DANILO,53034
MARCIO,BARBARA,39328
JULIA,ELAINE,6726
JAQUELINE,ELAINE,36329
JULIA,CAMILA,90583
MICHELE,ELAINE,91478
FLAVIA,VINICIUS,66182
ROSANA,TANIA,42324
PEDRO,FLAVIO,56767
ANDREIA,ANA,78294
LUAN,ALINE,57473
ROGERIO,PRISCILA,52989
ADILSON,SILVANA,58575
TAIS,MARTA,30781
ANTONIO,ANDRESSA,57211
JULIA,CARLOS,75853
MONICA,BENEDITO,64461
JOANA,SILVIA,25719
LETICIA,MANUEL,90626
RODRIGO,LUIZ,11253
GERALDO,DIEGO,91660
MARCELO,ANDERSON,42764
BRUNO,SAMUEL,11288
JOAQUIM,ERICA,7813
JULIA,VANESSA,485
DENISE,DANIELE,89451
FERNANDA,BRUNA,9744
GILBERTO,MARCO,90793
CARLA,RENATO,61482
VERA,SANDRA,17261
GUSTAVO,TAIS,14424
VALERIA,FABIO,3886
CARLA,THAIS,88532
LUIS,BIANCA,80094
ADILSON,RONALDO,86676
SARA,FERNANDO,9836
MARINA,REGINA,60787
MARCIO,ALEX,47696
VITORIA,ROSANGELA,97885
RODRIGO,WESLEY,45563
MARIA,APARECIDA,85690
AMANDA,JORGE,52658
ROGERIO,JULIANA,17109
RAFAELA,FABIO,42512
ALICE,HELENA,1272
CRISTIANE,MIGUEL,72305
SABRINA,CLAUDIA,71023
DANIEL,DANILO,25462
TEREZA,RAIMUNDA,4187
FLAVIA,ISABEL,700
LUIZ,PAULO,21736
LUCIANA,CRISTIANE,37525
VINICIUS,FATIMA,99158
ROSANA,AMANDA,37441
MAURICIO,WILLIAN,67535
JULIA,CLAUDIA,92094
RICARDO,CRISTINA,40152
ANDRESSA,TANIA,12222
JORGE,NELSON,98968
JEFERSON,MIGUEL,38936
FABRICIO,DIEGO,98336
JAIR,SILVIA,54261
VALERIA,GILMAR,78187
JOAQUIM,EDNA,84209
CAROLINA,JULIA,35260
LEANDRO,BEATRIZ,17908
VITOR,LEANDRO,93022
MICHELE,JONAS,42562
BIANCA,MIGUEL,81622
LAURA,ADRIANO,57770
EDNA,ELIAS,22795
LUCIANO,SABRINA,24711
ALEX,MARIO,52845
APARECIDA,SILVANA,68471
RENATO,GUSTAVO,23114
MARIO,CELIA,97895
LETICIA,CRISTINA,81087
SILVIA,EDSON,3162
RITA,CAROLINA,50755
PRISCILA,DANILO,21922
MARIA,RENATO,82642
MARCIA,ALAN,91996
VITORIA,ANTONIO,82596
CELIA,ADRIANO,66096
SONIA,VITOR,97516
JESSICA,DAIANE,21189
ANGELA,NELSON,28515
VINICIUS,REGINA,46194
RAFAEL,DAVI,17541
MARLENE,REGINALDO,72860
SIMONE,DOUGLAS,59799
RITA,VERA,96590
PAULO,JOAO,33741
MIGUEL,MICHELE,1741
JOANA,FERNANDO,83417
RAFAEL,ALEXANDRE,97239
MARIANA,VITOR,78625
MICHELE,NELSON,97663
DIOGO,GABRIEL,20781
APARECIDA,FRANCISCO,83622
ANDREA,MARINA,5426
ALESSANDRO,DANILO,5340
VERA,SIMONE,36800
CELIA,LAURA,93258
SOLANGE,VINICIUS,89856
EDSON,ROSA,54703
MARCIO,OSVALDO,43408
ANDREA,SEBASTIAO,7206
EDNA,JONAS,88445
CAROLINA,MICHELE,82710
BRUNA,MAURO,79565
MANOEL,DAVI,46958
ANDRE,ALESSANDRO,94419
RAQUEL,MICHELE,78181
PATRICIA,ELIANE,95484
JOAO,ALEXANDRE,94184
EMERSON,RITA,96888
REGINA,PEDRO,20038
RAQUEL,VICTOR,17586
MARCIO,SIMONE,79784
ELAINE,ANGELA,75717
GILSON,ANDREA,19692
FABIANO,ANDREA,82111
MATHEUS,MARCIA,81078
IGOR,BIANCA,41595
CAIO,MICHELE,55179
MICHELE,FATIMA,30957
SABRINA,FELIPE,99211
ALEX,DAIANE,59541
DENISE,EDUARDO,15604
ANTONIA,WILSON,43593
REGINA,SARA,72438
TATIANE,PEDRO,41451
SAMUEL,LUIZA,89298
NELSON,GUSTAVO,87610
RAFAELA,PRISCILA,4192
DIEGO,MARCELO,44078
LUCIA,ANGELA,10798
RENATO,LUIS,40433
SILVANA,FLAVIA,63175
IGOR,RICARDO,52957
TAIS,RITA,1363
ADRIANO,BRUNO,21692
ERICA,TEREZINHA,20824
DANILO,PRISCILA,38037
JEFERSON,LUIZ,64576
GABRIEL,GILMAR,53421
SEBASTIAO,RAFAEL,16814
RENATA,DANIELE,82779
BEATRIZ,LUCAS,27999
ADRIANA,VITORIA,71806
TEREZINHA,BENEDITO,9850
PEDRO,ELIANA,18012
VITOR,ANDREA,5022
CAMILA,HELENA,72463
MARINA,SARA,51892
JESSICA,JOAQUIM,51022
SIMONE,MARIANA,77591
GILBERTO,CLAUDIA,30642
MARIANA,MICHELE,14360
JOSEFA,JANAINA,986
FERNANDO,AMANDA,93262
FABIANO,CLAUDIA,93177
DANIEL,LUIZ,24465
CAIO,PATRICIA,93966
ROSANA,SIMONE,16855
EDUARDO,DOUGLAS,61521
FRANCISCO,BRUNA,97536
MICHELE,SANDRA,82039
VITOR,JULIANA,79794
NATALIA,RENAN,23342
DIEGO,CICERO,13150
LUZIA,RAQUEL,76595
MARINA,ALINE,82935
PAULO,MAURO,51151
SIMONE,MARCO,51172
DENISE,GABRIELA,6326
MARCOS,GILBERTO,59098
CAIO,SAMUEL,33232
JORGE,AMANDA,33536
TANIA,ERICA,37636
REGINA,SONIA,58308
ANDRE,DAVID,25522
ANA,BEATRIZ,92195
ELIAS,ANTONIO,261
LUCAS,DANILO,8923
FLAVIA,ROGERIO,12580
SANDRA,IGOR,23012
ADILSON,MANUEL,35095
FLAVIA,EVERTON,90095
JORGE,ISABEL,34684
DANILO,NATALIA,79195
APARECIDA,MARIA,29998
DAIANE,MAURO,61728
ANDRESSA,THAIS,98461
GILBERTO,LUCIA,54051
ANA,TATIANE,10294
MARCIA,FLAVIO,45321
PAULA,JAQUELINE,33563
VALDIR,SARA,14479
FRANCISCO,ANDREIA,3138
SOLANGE,REGINA,29682
VICTOR,CLAUDIA,72691
RITA,PATRICIA,2022
HENRIQUE,MANUEL,22509
FABRICIO,CELIA,82696
HELENA,LUCIANO,19541
PEDRO,ISABELA,58778
JEAN,ANTONIA,12508
ALESSANDRO,FERNANDA,39190
LUCIANA,CICERO,9208
MARLI,ANDRESSA,19343
ALEX,AMANDA,66732
ADRIANO,VITOR,44059
FATIMA,CLAUDIA,28288
MARTA,ANDREIA,10131
PEDRO,MARCOS,22087
SEBASTIAO,LUAN,29539
FLAVIA,DIOGO,98522
JOAQUIM,MARCIA,28688
VERA,WILLIAN,85373
ROSA,ALESSANDRA,91174
RONALDO,JONAS,59296
JULIO,DANILO,61528
MIGUEL,CARLA,89544
LUCIA,ANDRE,22349
PEDRO,MARCO,46954
TEREZINHA,MIGUEL,74811
JAQUELINE,RENATA,40604
CELIA,LEANDRO,22436
TIAGO,GERALDO,71490
HENRIQUE,REGINALDO,13773
LEANDRO,DAIANE,51585
FABIANO,ALESSANDRA,23239
ADRIANO,MICHELE,26062
PRISCILA,MARIA,83764
ANDREA,EDSON,95681
MARIA,MARIO,9478
GUSTAVO,DAVI,99618
MIGUEL,BRUNO,60161
RENATO,FRANCISCO,26084
FATIMA,FRANCISCO,22479
ANTONIO,TAIS,4133
JOAO,JAIR,13958
MARIANA,ANDREIA,78255
